Time,Vph(A),Vph(B),Vph(C),Vab,Vbc,Vca,Iph(A),Iph(B),Iph(C),Ptotal,Qtotal,P.F.total,Pph(A),Pph(B),Pph(C),Qph(A),Qph(B),Qph(C),P.F(A),P.F(B),P.F(C),Frequency,Sph(A),Sph(B),Sph(C),Stotal
6:1:20,7.95,181.10,22.00,163.60,297.90,58.90,12.40,82.10,83.20,2879.590,4289.080,244.50,224.10,59.00,209.20,145.00,202.60,208.30,299.50,283.70,250.50,211.40,119.40,222.50,223.80,4416.01
6:1:25,1.68,169.40,164.80,227.70,10.50,272.40,245.40,173.30,199.40,6683.590,3213.960,55.70,12.70,196.50,277.10,207.90,163.20,81.50,199.30,153.20,90.10,288.80,39.80,135.20,75.50,6151.69
6:1:30,1.68,169.40,164.80,227.70,10.50,272.40,245.40,173.30,199.40,6683.590,3213.960,55.70,12.70,196.50,277.10,207.90,163.20,81.50,199.30,153.20,90.10,288.80,39.80,135.20,75.50,6177.55
6:1:35,11.18,38.20,150.60,28.50,194.00,200.80,10.10,31.20,266.00,5073.470,563.310,227.00,253.60,171.50,212.30,241.30,185.00,156.80,252.30,38.70,271.90,49.00,49.20,135.20,75.50,6177.55
6:1:40,11.18,38.20,150.60,28.50,194.00,200.80,10.10,31.20,266.00,5073.470,563.310,227.00,253.60,171.50,212.30,241.30,185.00,156.80,252.30,38.70,271.90,49.00,49.20,96.00,241.90,2818.21
6:1:45,0.23,79.00,175.80,176.50,79.40,141.00,7.80,1.80,185.60,5865.140,4152.630,34.40,63.40,132.40,57.80,272.20,122.80,31.80,18.90,288.00,270.80,1.60,49.20,96.00,241.90,2818.21
6:1:50,0.23,79.00,175.80,176.50,79.40,141.00,7.80,1.80,185.60,5865.140,4152.630,34.40,63.40,132.40,57.80,272.20,122.80,31.80,18.90,288.00,270.80,1.60,275.30,133.40,226.80,4623.09
6:1:55,14.13,237.60,18.10,266.30,93.80,173.50,204.40,111.10,169.80,1518.090,5855.670,219.80,119.40,49.60,282.30,30.30,221.60,86.20,66.40,254.30,235.20,151.40,275.30,133.40,226.80,4623.09
6:2:0,14.13,237.60,18.10,266.30,93.80,173.50,204.40,111.10,169.80,1518.090,5855.670,219.80,119.40,49.60,282.30,30.30,221.60,86.20,66.40,254.30,235.20,151.40,73.00,241.10,289.30,4555.82
6:2:5,2.42,288.10,39.60,21.20,211.60,79.40,194.20,0.20,158.40,4590.310,2594.560,160.50,101.10,7.90,112.40,126.40,234.90,5.90,84.50,189.20,30.60,181.90,73.00,241.10,289.30,4555.82
6:2:10,2.42,288.10,39.60,21.20,211.60,79.40,194.20,0.20,158.40,4590.310,2594.560,160.50,101.10,7.90,112.40,126.40,234.90,5.90,84.50,189.20,30.60,181.90,106.00,297.80,274.60,4175.09
6:2:15,29.39,297.40,144.60,44.60,55.30,39.00,287.50,233.80,237.80,1344.810,2537.590,189.20,191.60,86.50,152.60,280.70,162.70,207.20,91.10,70.70,53.10,207.30,106.00,297.80,274.60,4175.09
6:2:20,29.39,297.40,144.60,44.60,55.30,39.00,287.50,233.80,237.80,1344.810,2537.590,189.20,191.60,86.50,152.60,280.70,162.70,207.20,91.10,70.70,53.10,207.30,202.90,120.70,298.70,4328.28
6:2:25,23.86,35.10,296.20,219.60,28.20,87.50,195.00,131.40,233.10,290.940,223.970,210.90,141.70,187.00,207.80,84.00,82.80,123.10,49.50,277.80,217.90,142.90,202.90,120.70,298.70,4328.28
6:2:30,23.86,35.10,296.20,219.60,28.20,87.50,195.00,131.40,233.10,290.940,223.970,210.90,141.70,187.00,207.80,84.00,82.80,123.10,49.50,277.80,217.90,142.90,100.00,193.80,150.10,449.86
6:2:35,29.82,164.00,179.90,198.50,172.50,233.40,93.60,242.90,14.90,4327.820,4699.060,299.20,239.00,157.00,283.40,17.70,41.00,106.10,138.10,215.10,143.50,35.90,100.00,193.80,150.10,449.86
6:2:40,29.82,164.00,179.90,198.50,172.50,233.40,93.60,242.90,14.90,4327.820,4699.060,299.20,239.00,157.00,283.40,17.70,41.00,106.10,138.10,215.10,143.50,35.90,143.20,37.70,155.00,6583.25
6:2:45,20.25,286.90,88.70,16.30,13.20,226.60,222.60,139.60,126.10,7082.100,1523.820,299.70,156.10,289.10,265.20,24.90,106.60,46.40,186.00,256.20,8.30,103.00,143.20,37.70,155.00,6583.25
6:2:50,20.25,286.90,88.70,16.30,13.20,226.60,222.60,139.60,126.10,7082.100,1523.820,299.70,156.10,289.10,265.20,24.90,106.60,46.40,186.00,256.20,8.30,103.00,133.90,0.70,28.70,2882.27
6:2:55,22.46,280.40,282.20,118.40,94.10,22.00,288.20,286.30,275.60,1124.520,1342.160,150.00,27.40,279.70,190.80,60.90,192.00,187.50,234.80,209.50,158.00,28.90,133.90,0.70,28.70,2882.27
6:3:0,22.46,280.40,282.20,118.40,94.10,22.00,288.20,286.30,275.60,1124.520,1342.160,150.00,27.40,279.70,190.80,60.90,192.00,187.50,234.80,209.50,158.00,28.90,147.90,220.40,135.10,4900.02
6:3:5,5.33,204.10,175.10,38.20,280.90,69.30,111.20,27.20,42.40,2120.320,4643.120,216.80,82.00,12.10,111.00,175.30,175.00,202.10,129.80,16.90,36.30,52.70,147.90,220.40,135.10,4900.02
6:3:10,5.33,204.10,175.10,38.20,280.90,69.30,111.20,27.20,42.40,2120.320,4643.120,216.80,82.00,12.10,111.00,175.30,175.00,202.10,129.80,16.90,36.30,52.70,197.30,147.50,31.50,7070.71
6:3:15,7.27,0.30,249.90,153.80,105.00,99.60,17.90,226.60,246.00,5352.470,5240.650,296.80,149.70,31.00,168.80,75.90,80.40,179.80,186.10,127.80,36.30,52.70,197.30,147.50,31.50,7070.71
6:3:20,7.27,0.30,249.90,153.80,105.00,99.60,17.90,226.60,246.00,5352.470,5240.650,296.80,149.70,31.00,168.80,75.90,80.40,179.80,186.10,127.80,22.10,44.10,236.70,116.80,209.40,6031.49
6:3:25,24.91,158.70,155.30,252.90,110.40,280.90,268.90,197.00,80.50,2876.690,1148.100,45.00,68.20,76.90,258.50,31.80,218.30,179.80,186.10,127.80,22.10,44.10,236.70,116.80,209.40,6031.49
6:3:30,24.91,158.70,155.30,252.90,110.40,280.90,268.90,197.00,80.50,2876.690,1148.100,45.00,68.20,76.90,258.50,31.80,218.30,60.10,121.40,137.50,108.40,111.30,135.50,105.20,140.30,3204.23
6:3:35,20.17,38.80,170.70,291.00,67.10,246.50,269.60,65.00,142.80,7328.730,6865.630,125.20,116.80,295.00,152.60,31.80,218.30,60.10,121.40,137.50,108.40,111.30,135.50,105.20,140.30,3204.23
6:3:40,20.17,38.80,170.70,291.00,67.10,246.50,269.60,65.00,142.80,7328.730,6865.630,125.20,116.80,295.00,152.60,2.60,21.80,50.90,80.60,72.80,47.00,61.50,213.20,113.60,199.30,7577.42
6:3:45,1.67,79.90,159.50,37.40,199.30,262.40,195.40,48.70,239.20,6882.700,1135.930,85.00,116.80,295.00,152.60,2.60,21.80,50.90,80.60,72.80,47.00,61.50,213.20,113.60,199.30,7577.42
6:3:50,1.67,79.90,159.50,37.40,199.30,262.40,195.40,48.70,239.20,6882.700,1135.930,85.00,253.30,22.80,136.40,53.60,19.90,255.50,95.00,147.10,117.10,94.70,193.20,110.60,159.30,7466.20
6:3:55,22.78,211.00,265.50,21.50,185.90,167.50,287.50,177.90,115.40,7379.440,7436.090,85.00,253.30,22.80,136.40,53.60,19.90,255.50,95.00,147.10,117.10,94.70,193.20,110.60,159.30,7466.20
6:4:0,22.78,211.00,265.50,21.50,185.90,167.50,287.50,177.90,115.40,7379.440,7419.520,36.50,86.40,62.00,142.60,126.60,186.30,198.70,8.70,209.40,210.00,175.40,125.90,183.10,284.80,7477.53
6:4:5,10.45,174.30,259.90,110.50,66.50,0.90,145.90,152.00,82.50,2891.760,7419.520,36.50,86.40,62.00,142.60,126.60,186.30,198.70,8.70,209.40,210.00,175.40,125.90,183.10,284.80,7477.53
6:4:10,10.45,174.30,259.90,110.50,66.50,0.90,145.90,152.00,82.50,2871.390,2450.010,268.90,292.10,44.70,118.40,54.10,140.90,249.10,72.70,11.30,133.80,130.40,166.50,6.60,185.10,2758.39
6:4:15,5.33,105.40,117.20,247.20,86.20,257.30,160.00,225.00,82.50,2871.390,2450.010,268.90,292.10,44.70,118.40,54.10,140.90,249.10,72.70,11.30,133.80,130.40,166.50,6.60,185.10,2758.39
6:4:20,5.33,105.40,117.20,247.20,86.20,257.30,160.00,225.00,187.60,5811.980,205.600,230.90,280.90,179.60,76.20,109.80,54.70,212.00,14.60,8.60,88.00,110.70,59.80,133.60,156.80,3017.15
6:4:25,16.24,227.80,246.40,98.00,53.20,288.90,160.00,225.00,187.60,5811.980,205.600,230.90,280.90,179.60,76.20,109.80,54.70,212.00,14.60,8.60,88.00,110.70,59.80,133.60,156.80,3017.15
6:4:30,16.24,227.80,246.40,98.00,53.20,288.90,28.30,54.20,289.40,239.810,4193.160,37.20,16.90,228.80,77.50,100.70,281.10,73.10,130.50,136.50,115.20,275.10,160.60,249.50,178.00,5737.20
6:4:35,1.91,248.40,2.40,98.00,53.20,288.90,28.30,54.20,289.40,239.810,4193.160,37.20,16.90,228.80,77.50,100.70,281.10,73.10,130.50,136.50,115.20,275.10,160.60,249.50,178.00,5737.20
6:4:40,1.91,248.40,2.40,195.00,139.00,232.90,107.60,244.40,257.10,1888.420,447.460,191.50,135.60,211.00,255.60,181.90,34.50,237.10,152.90,297.20,42.30,190.00,104.30,203.70,285.40,5214.73
6:4:45,11.54,248.40,2.40,195.00,139.00,232.90,107.60,244.40,257.10,1888.420,447.460,191.50,135.60,211.00,255.60,181.90,34.50,237.10,152.90,297.20,42.30,190.00,104.30,203.70,285.40,5214.73
6:4:50,11.54,200.40,102.40,169.80,72.80,14.10,157.40,293.60,118.10,2986.650,3128.460,267.00,134.00,151.90,212.40,5.40,156.90,216.60,273.80,35.10,267.90,189.60,139.80,52.40,9.50,2132.51
6:4:55,11.54,200.40,102.40,169.80,72.80,14.10,157.40,293.60,118.10,2986.650,3128.460,267.00,134.00,151.90,212.40,5.40,156.90,216.60,273.80,35.10,267.90,189.60,139.80,52.40,9.50,2132.51
6:5:0,16.62,290.80,33.90,184.80,217.20,166.50,220.80,163.80,17.90,2348.420,7559.870,272.20,160.10,63.40,174.50,299.90,55.80,172.70,275.60,229.60,175.40,91.60,221.50,59.30,9.50,2132.51
6:5:5,16.62,290.80,33.90,184.80,217.20,166.50,220.80,163.80,17.90,2348.420,7559.870,272.20,160.10,63.40,174.50,299.90,55.80,172.70,275.60,229.60,175.40,91.60,221.50,59.30,281.60,5056.28
6:5:10,4.02,262.00,20.10,292.40,114.20,82.50,135.40,126.00,171.40,3858.010,1209.590,238.60,252.80,68.30,299.50,258.20,11.60,283.20,69.20,99.50,296.90,178.90,221.50,59.30,281.60,5056.28
6:5:15,4.02,262.00,20.10,292.40,114.20,82.50,135.40,126.00,171.40,3858.010,1209.590,238.60,252.80,68.30,299.50,258.20,11.60,283.20,69.20,99.50,296.90,178.90,88.50,37.40,109.50,1547.25
6:5:20,23.66,234.70,162.10,289.50,196.50,11.80,131.70,69.50,255.40,4845.940,6836.830,180.70,56.60,267.40,242.20,172.00,238.20,205.50,192.70,292.50,31.10,15.30,88.50,37.40,109.50,1547.25
6:5:25,23.66,234.70,162.10,289.50,196.50,11.80,131.70,69.50,255.40,4845.940,6836.830,180.70,56.60,267.40,242.20,172.00,238.20,205.50,192.70,292.50,31.10,15.30,38.10,298.10,228.80,417.66
6:5:30,23.99,121.10,6.70,184.10,291.60,19.60,80.70,141.40,235.50,1436.300,681.460,17.30,46.30,210.10,42.60,173.90,285.60,270.10,191.80,75.40,77.60,256.00,38.10,298.10,228.80,417.66
6:5:35,23.99,121.10,6.70,184.10,291.60,19.60,80.70,141.40,235.50,1436.300,681.460,17.30,46.30,210.10,42.60,173.90,285.60,270.10,191.80,75.40,77.60,256.00,46.20,11.70,154.70,789.06
6:5:40,17.73,1.00,95.80,166.70,197.40,82.50,212.70,211.50,149.00,2868.990,3724.860,213.00,215.30,179.50,175.20,235.10,200.30,294.90,290.00,19.00,233.00,274.40,46.20,11.70,154.70,789.06
6:5:45,17.73,1.00,95.80,166.70,197.40,82.50,212.70,211.50,149.00,2868.990,3724.860,213.00,215.30,179.50,175.20,235.10,200.30,294.90,290.00,19.00,233.00,274.40,44.20,79.80,192.20,5513.57
6:5:50,7.56,191.30,189.60,98.90,73.80,252.20,238.50,121.10,11.40,1024.220,4665.610,128.40,71.10,239.60,176.40,285.40,102.60,154.40,84.30,296.10,238.90,84.60,44.20,79.80,192.20,5513.57
6:5:55,7.56,191.30,189.60,98.90,73.80,252.20,238.50,121.10,11.40,1024.220,4665.610,128.40,71.10,239.60,176.40,285.40,102.60,154.40,84.30,296.10,238.90,84.60,96.70,150.90,82.50,7115.58
6:6:0,17.70,58.70,112.20,288.90,136.20,17.40,204.50,247.20,14.50,2655.480,179.570,25.00,2.60,149.20,148.00,285.90,36.10,19.80,221.60,133.70,23.30,118.80,96.70,150.90,82.50,7115.58
6:6:5,17.70,58.70,112.20,288.90,136.20,17.40,204.50,247.20,14.50,2655.480,179.570,25.00,2.60,149.20,148.00,285.90,36.10,19.80,221.60,133.70,23.30,118.80,123.00,169.10,76.00,7187.45
6:6:10,29.97,108.70,186.40,293.00,97.70,17.60,164.90,184.60,67.20,5311.580,21.270,181.70,183.50,164.50,67.10,101.70,263.00,98.00,238.30,164.80,215.10,289.40,123.00,169.10,76.00,7187.45
6:6:15,29.97,108.70,186.40,293.00,97.70,17.60,164.90,184.60,67.20,5311.580,21.270,181.70,183.50,164.50,67.10,101.70,263.00,98.00,238.30,164.80,215.10,289.40,298.90,49.20,291.10,652.33
6:6:20,16.09,116.60,103.40,144.30,93.10,293.10,1.70,292.30,97.10,105.210,629.490,167.50,149.80,79.80,222.70,214.50,163.70,32.60,46.40,191.80,21.80,75.40,298.90,49.20,291.10,652.33
6:6:25,16.09,116.60,103.40,144.30,93.10,293.10,1.70,292.30,97.10,105.210,629.490,167.50,149.80,79.80,222.70,214.50,163.70,32.60,46.40,191.80,21.80,75.40,60.30,158.70,174.80,4140.46
6:6:30,18.37,71.30,141.90,284.10,202.50,154.30,4.10,41.70,62.00,2300.570,5685.650,177.60,22.90,53.30,159.70,169.90,258.80,77.90,160.60,33.30,250.20,206.60,60.30,158.70,174.80,4140.46
6:6:35,18.37,71.30,141.90,284.10,202.50,154.30,4.10,41.70,62.00,2300.570,5685.650,177.60,22.90,53.30,159.70,169.90,258.80,77.90,160.60,33.30,250.20,206.60,248.00,236.00,166.10,4163.46
6:6:40,2.17,266.80,125.70,129.60,102.20,161.40,85.70,164.70,4.00,3676.620,5444.560,291.30,255.80,246.40,268.30,282.50,240.70,54.90,124.80,151.70,65.60,206.60,248.00,236.00,166.10,4163.46
6:6:45,2.17,266.80,125.70,129.60,102.20,161.40,85.70,164.70,4.00,3676.620,5444.560,291.30,255.80,246.40,268.30,282.50,240.70,54.90,124.80,151.70,65.60,10.10,51.10,266.10,140.60,6380.99
6:6:50,20.77,70.20,48.20,148.80,40.30,247.00,70.80,222.90,171.10,3248.760,1779.910,73.70,190.30,99.20,56.10,78.00,274.70,68.50,116.90,151.70,65.60,10.10,51.10,266.10,140.60,6380.99
6:6:55,20.77,70.20,48.20,148.80,40.30,247.00,70.80,222.90,171.10,3248.760,1779.910,73.70,190.30,99.20,56.10,78.00,274.70,68.50,116.90,8.90,294.60,225.20,298.50,221.80,145.70,562.74
6:7:0,19.93,270.20,97.30,288.60,111.10,278.10,290.90,270.50,138.50,5647.000,3540.970,207.60,61.00,32.50,194.80,122.40,274.70,68.50,116.90,8.90,294.60,225.20,298.50,221.80,145.70,562.74
6:7:5,19.93,270.20,97.30,288.60,111.10,278.10,290.90,270.50,138.50,5647.000,3540.970,207.60,61.00,32.50,194.80,122.40,39.00,197.20,203.80,141.40,174.10,46.80,194.90,197.90,176.60,7241.47
6:7:10,14.08,97.90,287.20,11.20,287.30,13.30,199.70,293.60,35.90,5705.060,962.900,253.50,173.20,272.40,194.80,122.40,39.00,197.20,203.80,141.40,174.10,46.80,194.90,197.90,176.60,7241.47
6:7:15,14.08,97.90,287.20,11.20,287.30,13.30,199.70,293.60,35.90,5705.060,962.900,253.50,173.20,272.40,93.20,223.00,105.30,163.60,78.20,64.20,177.30,221.50,277.60,35.20,218.40,2195.86
6:7:20,5.35,71.50,124.40,201.60,8.80,51.90,294.00,19.00,291.30,6190.790,2222.840,253.50,173.20,272.40,93.20,223.00,105.30,163.60,78.20,64.20,177.30,221.50,277.60,35.20,218.40,2195.86
6:7:25,5.35,71.50,124.40,201.60,8.80,51.90,294.00,19.00,291.30,6190.790,2222.840,84.70,202.10,120.90,20.50,13.80,105.50,133.50,1.70,144.00,24.90,71.10,89.20,42.70,282.90,5773.37
6:7:30,2.47,104.70,232.80,54.50,41.60,87.00,4.60,82.60,213.10,173.020,2222.840,84.70,202.10,120.90,20.50,13.80,105.50,133.50,1.70,144.00,24.90,71.10,89.20,42.70,282.90,5773.37
6:7:35,2.47,104.70,232.80,54.50,41.60,87.00,4.60,82.60,213.10,173.020,4004.120,206.30,131.80,123.50,35.60,285.10,248.00,250.20,70.50,281.20,129.70,21.90,167.00,113.50,243.10,3826.80
6:7:40,25.75,98.30,262.20,283.30,71.40,289.00,217.90,209.40,124.30,173.020,4004.120,206.30,131.80,123.50,35.60,285.10,248.00,250.20,70.50,281.20,129.70,21.90,167.00,113.50,243.10,3826.80
6:7:45,25.75,98.30,262.20,283.30,71.40,289.00,217.90,209.40,124.30,5591.210,981.000,44.10,152.10,18.10,73.60,40.20,246.90,160.10,220.90,212.70,177.40,150.70,270.90,72.60,235.70,3120.25
6:7:50,5.48,205.60,79.00,142.50,31.30,156.10,169.60,209.40,124.30,5591.210,981.000,44.10,152.10,18.10,73.60,40.20,246.90,160.10,220.90,212.70,177.40,150.70,270.90,72.60,235.70,3120.25
6:7:55,5.48,205.60,79.00,142.50,31.30,156.10,169.60,251.30,49.10,1815.460,2300.410,265.30,11.80,259.00,282.00,295.00,129.50,147.00,236.50,145.20,157.00,149.50,223.90,280.10,246.40,1060.96
6:8:0,7.48,86.50,287.10,219.70,155.70,156.10,169.60,251.30,49.10,1815.460,2300.410,265.30,11.80,259.00,282.00,295.00,129.50,147.00,236.50,145.20,157.00,149.50,223.90,280.10,246.40,1060.96
6:8:5,7.48,86.50,287.10,219.70,155.70,45.50,162.10,60.40,94.20,3191.120,2286.360,87.00,266.80,2.10,246.60,276.60,122.20,257.30,286.20,18.70,87.20,230.60,277.50,147.00,95.50,2129.96
6:8:10,22.88,266.90,287.10,219.70,155.70,45.50,162.10,60.40,94.20,3191.120,2286.360,87.00,266.80,2.10,246.60,276.60,122.20,257.30,286.20,18.70,87.20,230.60,277.50,147.00,95.50,2129.96
6:8:15,22.88,266.90,209.50,108.70,70.60,144.60,27.00,171.20,59.50,4722.980,4679.900,0.10,10.60,24.30,268.70,219.70,63.70,94.50,258.30,117.20,2.60,91.10,226.40,101.50,58.10,3095.45
6:8:20,22.88,266.90,209.50,108.70,70.60,144.60,27.00,171.20,59.50,4722.980,4679.900,0.10,10.60,24.30,268.70,219.70,63.70,94.50,258.30,117.20,2.60,91.10,226.40,101.50,58.10,3095.45
6:8:25,13.19,277.80,203.90,151.30,260.50,80.70,267.40,26.30,66.20,1057.630,5545.380,188.00,38.80,7.20,124.80,120.70,201.30,287.10,265.20,181.50,150.20,79.50,116.90,204.80,227.40,5483.93
6:8:30,13.19,277.80,203.90,151.30,260.50,80.70,267.40,26.30,66.20,1057.630,5545.380,188.00,38.80,7.20,124.80,120.70,201.30,287.10,265.20,181.50,150.20,79.50,116.90,204.80,227.40,5458.79
6:8:35,8.39,240.50,262.10,39.60,226.90,193.10,218.80,95.10,80.50,6527.330,2133.810,264.80,185.20,217.10,128.50,69.00,37.10,242.70,76.10,271.20,50.40,64.00,39.20,220.70,227.40,5458.79
6:8:40,8.39,240.50,262.10,39.60,226.90,193.10,218.80,95.10,80.50,6527.330,2133.810,264.80,185.20,217.10,128.50,69.00,37.10,242.70,76.10,271.20,50.40,64.00,39.20,220.70,281.50,2345.06
6:8:45,4.39,229.70,80.30,201.10,146.50,101.20,271.00,249.80,68.30,6376.620,4088.110,224.90,293.00,0.40,20.50,175.60,153.90,36.10,2.70,276.50,122.90,146.90,39.20,220.70,281.50,2345.06
6:8:50,4.39,229.70,80.30,201.10,146.50,101.20,271.00,249.80,68.30,6376.620,4088.110,224.90,293.00,0.40,20.50,175.60,153.90,36.10,2.70,276.50,122.90,146.90,205.60,84.10,155.60,1380.90
6:8:55,3.68,52.30,86.80,85.10,83.30,228.50,102.30,64.30,226.00,5830.670,2603.960,43.80,295.40,299.10,56.10,152.10,159.00,209.60,177.30,295.70,54.30,289.60,205.60,84.10,155.60,1380.90
6:9:0,3.68,52.30,86.80,85.10,83.30,228.50,102.30,64.30,226.00,5830.670,2603.960,43.80,295.40,299.10,56.10,152.10,159.00,209.60,177.30,295.70,54.30,289.60,109.70,202.60,167.40,187.41
6:9:5,9.65,22.90,260.20,271.00,100.70,157.10,274.60,77.30,120.30,5242.760,4190.060,148.20,279.10,136.80,124.00,56.90,105.60,47.70,210.30,278.90,44.80,92.20,109.70,202.60,167.40,187.41
6:9:10,9.65,22.90,260.20,271.00,100.70,157.10,274.60,77.30,120.30,5242.760,4190.060,148.20,279.10,136.80,124.00,56.90,105.60,47.70,210.30,278.90,44.80,92.20,294.90,169.50,197.10,673.44
6:9:15,11.43,22.10,246.90,43.70,175.50,210.80,136.30,292.30,15.50,2610.970,7597.600,202.70,252.00,34.90,297.40,159.40,295.10,254.20,179.30,100.70,72.40,221.00,294.90,169.50,197.10,673.44
6:9:20,11.43,22.10,246.90,43.70,175.50,210.80,136.30,292.30,15.50,2610.970,7597.600,202.70,252.00,34.90,297.40,159.40,295.10,254.20,179.30,100.70,72.40,221.00,100.30,294.70,200.80,5388.85
6:9:25,5.35,181.30,138.70,139.70,298.60,98.10,82.00,270.50,237.00,3076.310,2251.000,21.20,4.20,84.00,83.80,59.90,140.00,84.50,149.30,287.30,44.80,129.10,100.30,294.70,200.80,5388.85
6:9:30,5.35,181.30,138.70,139.70,298.60,98.10,82.00,270.50,237.00,3076.310,2251.000,21.20,4.20,84.00,83.80,59.90,140.00,84.50,149.30,287.30,44.80,129.10,291.10,89.30,77.60,2125.58
6:9:35,10.33,282.50,52.80,227.80,196.90,288.40,1.60,189.80,102.40,977.520,7605.120,159.80,262.90,158.20,107.40,103.00,276.90,91.80,99.30,60.20,251.00,288.70,291.10,89.30,77.60,2125.58
6:9:40,10.33,282.50,52.80,227.80,196.90,288.40,1.60,189.80,102.40,977.520,7605.120,159.80,262.90,158.20,107.40,103.00,276.90,91.80,99.30,60.20,251.00,288.70,18.00,202.50,109.80,638.76
6:9:45,3.46,297.40,283.60,195.00,169.60,283.30,79.80,284.00,43.60,7011.850,2072.150,4.30,32.20,163.00,185.30,223.70,243.30,223.70,142.10,214.90,283.00,144.90,18.00,202.50,109.80,638.76
6:9:50,3.46,297.40,283.60,195.00,169.60,283.30,79.80,284.00,43.60,7011.850,2072.150,4.30,32.20,163.00,185.30,223.70,243.30,223.70,142.10,214.90,283.00,144.90,10.70,227.80,136.80,2272.59
6:9:55,17.94,138.00,11.40,272.50,161.70,17.60,156.00,157.40,73.40,5080.230,7400.590,233.50,74.50,181.80,282.10,153.20,172.00,280.00,222.80,16.50,77.20,240.50,10.70,227.80,136.80,2272.59
6:10:0,17.94,138.00,11.40,272.50,161.70,17.60,156.00,157.40,73.40,5080.230,7400.590,233.50,74.50,181.80,282.10,153.20,172.00,280.00,222.80,16.50,77.20,240.50,105.90,145.90,255.00,5748.92
6:10:5,8.32,92.20,271.50,184.80,254.70,233.20,31.20,186.10,134.30,6642.520,5367.840,246.90,107.90,38.80,34.50,248.70,158.00,147.60,232.20,207.60,150.20,10.60,105.90,145.90,255.00,5748.92
6:10:10,8.32,92.20,271.50,184.80,254.70,233.20,31.20,186.10,134.30,6642.520,5367.840,246.90,107.90,38.80,34.50,248.70,158.00,147.60,232.20,207.60,150.20,10.60,78.70,19.20,204.30,6928.38
6:10:15,8.01,117.60,265.20,288.50,299.80,38.20,146.00,185.30,296.50,6825.870,4964.410,25.40,169.60,60.10,123.40,30.00,262.40,164.40,229.10,211.90,36.40,10.60,78.70,19.20,204.30,6928.38
6:10:20,8.01,117.60,265.20,288.50,299.80,38.20,146.00,185.30,296.50,6825.870,4964.410,25.40,169.60,60.10,123.40,30.00,262.40,164.40,229.10,211.90,36.40,244.60,132.50,285.70,195.30,401.94
6:10:25,27.48,185.10,28.90,23.10,155.50,23.40,247.40,147.70,154.70,4674.980,1072.150,270.80,25.40,77.00,131.20,47.70,261.50,112.70,176.70,211.90,36.40,244.60,132.50,285.70,195.30,401.94
6:10:30,27.48,185.10,28.90,23.10,155.50,23.40,247.40,147.70,154.70,4674.980,1072.150,270.80,25.40,77.00,131.20,47.70,261.50,112.70,176.70,55.60,233.40,24.30,53.40,203.10,156.80,6814.88
6:10:35,1.85,216.80,72.20,43.30,57.80,29.90,128.60,25.30,16.20,3389.830,1644.120,279.80,242.60,277.80,206.90,123.90,273.60,112.70,176.70,55.60,233.40,24.30,53.40,203.10,156.80,6814.88
6:10:40,1.85,216.80,72.20,43.30,57.80,29.90,128.60,25.30,16.20,3389.830,1644.120,279.80,242.60,277.80,206.90,123.90,273.60,292.70,62.70,238.50,14.70,247.10,99.40,36.80,207.00,1917.59
6:10:45,17.52,90.60,201.20,238.60,214.00,47.50,232.70,79.80,271.20,3671.750,770.360,71.80,203.50,287.00,206.90,123.90,273.60,292.70,62.70,238.50,14.70,247.10,99.40,36.80,207.00,1917.59
6:10:50,17.52,90.60,201.20,238.60,214.00,47.50,232.70,79.80,271.20,3671.750,770.360,71.80,203.50,287.00,297.00,241.80,282.60,43.20,9.10,45.60,155.70,173.70,59.20,184.70,215.00,1101.40
6:10:55,9.47,220.50,191.50,36.60,54.90,192.10,215.00,167.90,156.30,6915.290,1058.200,18.50,203.50,287.00,297.00,241.80,282.60,43.20,9.10,45.60,155.70,173.70,59.20,184.70,215.00,1101.40
6:11:0,9.47,220.50,191.50,36.60,54.90,192.10,215.00,167.90,156.30,6915.290,1058.200,18.50,162.60,115.50,125.60,277.90,173.50,157.00,206.60,97.70,52.80,224.60,129.40,235.80,43.70,5752.63
6:11:5,18.86,77.20,196.30,137.90,282.20,31.70,172.60,22.20,27.00,596.480,1058.200,18.50,162.60,115.50,125.60,277.90,173.50,157.00,206.60,97.70,52.80,224.60,129.40,235.80,43.70,5752.63
6:11:10,18.86,77.20,196.30,137.90,282.20,31.70,172.60,22.20,27.00,596.480,6765.660,78.00,3.70,171.20,186.40,143.20,42.80,189.20,188.00,220.90,246.30,115.40,116.70,206.90,242.70,6857.03
6:11:15,25.22,143.40,265.20,110.40,105.60,29.00,85.50,288.00,294.30,596.480,6765.660,78.00,3.70,171.20,186.40,143.20,42.80,189.20,188.00,220.90,246.30,115.40,116.70,206.90,242.70,6857.03
6:11:20,25.22,143.40,265.20,110.40,105.60,29.00,85.50,288.00,294.30,2250.800,29.500,213.10,237.70,76.00,181.00,4.20,219.80,188.30,289.70,235.40,229.10,40.80,255.90,296.60,184.10,3006.31
6:11:25,22.00,153.30,120.30,123.10,224.10,171.50,32.20,288.00,294.30,2250.800,29.500,213.10,237.70,76.00,181.00,4.20,219.80,188.30,289.70,235.40,229.10,40.80,255.90,296.60,184.10,3006.31
6:11:30,22.00,153.30,120.30,123.10,224.10,171.50,32.20,176.50,194.80,5880.780,2628.220,219.10,129.20,142.80,194.10,242.40,117.80,188.40,202.80,276.50,211.30,148.20,168.10,103.20,35.30,2071.01
